Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,AffiliationId,carnegie_id,PrimarySample
Byron J. Dangerfield,Dean,University Of Idaho,College of Business and Economics,,,570.0,,155093810.0,142285.0,True
N. Dale Gentry,Dean,University Of Idaho,College of Education,,,570.0,,155093810.0,142285.0,True
David E. Thompson,Dean,University Of Idaho,College of Engineering,,,570.0,,155093810.0,142285.0,True
Charles R. Hatch,Dean,University Of Idaho,"College of Forestry, Wildlife and Range Sciences",,,570.0,,155093810.0,142285.0,True
John A. Miller,Dean,University Of Idaho,College of Law,,"Sixth and Rayburn, Moscow, ID 83843",570.0,,155093810.0,142285.0,True
Kurt O. Olsson,Dean,University Of Idaho,College of Letters and Science,,,570.0,,155093810.0,142285.0,True
Earl H. Bennett,Dean,University Of Idaho,College of Mines and Earth Besources,,* Member of the Board,570.0,,155093810.0,142285.0,True
Jean'ne M. Shreeve,"Vice President, Research and Graduate Studies",University Of Idaho,College of Graduate Studies,,,570.0,,155093810.0,142285.0,True
Tom Boyd,Board Member,University Of Idaho,,,,570.0,,155093810.0,142285.0,True
Harold W. Davis,Vice President,University Of Idaho,,,,570.0,,155093810.0,142285.0,True
Thomas E. Dillon,President,University Of Idaho,,,,570.0,,155093810.0,142285.0,True
Curtis H. Eaton,Board Member,University Of Idaho,,,,570.0,,155093810.0,142285.0,True
Marilyn Howard,Ex Officio Board Member,University Of Idaho,,,"Superintendent, Public Instruction, State of Idaho",570.0,,155093810.0,142285.0,True
Jerry Hess,Secretary,University Of Idaho,,,,570.0,,155093810.0,142285.0,True
Carol McWilliam,Board Member,University Of Idaho,,,,570.0,,155093810.0,142285.0,True
Judith Centra Meyer,Board Member,University Of Idaho,,,,570.0,,155093810.0,142285.0,True
James J. Stukel,President,University Of Illinois,,Purdue 1959 BS: Illinois 1963 MS1968 PhD,"Chancellor, University of Illinois at Chicago, 1991-95",570.0,,2801919071.0,,False
M. Joan Stukel,Associate,University Of Illinois,,,,570.0,,2801919071.0,,False
Craig S. Bazzani,"Vice President, Business and Finance",University Of Illinois,,,,570.0,,2801919071.0,,False
Rick Schoell,"Executive Director, Governmental Relations",University Of Illinois,,,,570.0,,2801919071.0,,False
Susan H. Trebach,"Executive Director, Public Affairs",University Of Illinois,,,,570.0,,2801919071.0,,False
Michele M. Thompson,Secretary of the University,University Of Illinois,,,,570.0,,2801919071.0,,False
"Lester H. McKeever, Jr",Treasurer,University Of Illinois,,,,570.0,,2801919071.0,,False
"Lester H. McKeever, Jr",Board Of Trustees,University Of Illinois,,,,570.0,,2801919071.0,,False
Thomas R. Bearrows,University Counsel,University Of Illinois,,,,570.0,,2801919071.0,,False
"Robert Wedgeworth, Jr",University Librarian,University Of Illinois,,,,570.0,,2801919071.0,,False
Sylvia Manning,Chancellor (Acting),University Of Illinois At Chicago,,,,571.0,,39422238.0,145600.0,True
Donna Knutson,Assistant,University Of Illinois At Chicago,,,,571.0,,39422238.0,145600.0,True
Elizabeth Hoffman,Provost,University Of Illinois At Chicago,,,,571.0,,39422238.0,145600.0,True
Stanton Delaney,"Vice Chancellor, Administration",University Of Illinois At Chicago,,,,571.0,,39422238.0,145600.0,True
R. K. Dieter Haussmann,"Vice Chancellor, Health Services",University Of Illinois At Chicago,,,,571.0,,39422238.0,145600.0,True
MI Ja Kim,"Vice Chancellor, Research",University Of Illinois At Chicago,Graduate College,,,571.0,,39422238.0,145600.0,True
MI Ja Kim,Dean,University Of Illinois At Chicago,Graduate College,,,571.0,,39422238.0,145600.0,True
Barbara Henley,"Vice Chancellor, Student Affairs and Enrollment Management",University Of Illinois At Chicago,,,,571.0,,39422238.0,145600.0,True
John A. Wanant,Vice Provost. Academic Affairs (Acting),University Of Illinois At Chicago,,,,571.0,,39422238.0,145600.0,True
W. Clarke Douglas,"Dean, Student Affairs",University Of Illinois At Chicago,,,,571.0,,39422238.0,145600.0,True
Rob Sheinkopf,"Executive Director, Admissions and Records",University Of Illinois At Chicago,,,,571.0,,39422238.0,145600.0,True
Andres Garza,"Director, Career Services",University Of Illinois At Chicago,,,,571.0,,39422238.0,145600.0,True
Sharon A. Hogan,University Librarian,University Of Illinois At Chicago,,,,571.0,,39422238.0,145600.0,True
Judith Russi-Kirshner,Dean,University Of Illinois At Chicago,College of Architecture and the Arts,,,571.0,,39422238.0,145600.0,True
Anthony J. Rucci,Dean,University Of Illinois At Chicago,College of Business Administration,,,571.0,,39422238.0,145600.0,True
Robin Brierton,"Director, MBA Career Services",University Of Illinois At Chicago,College of Business Administration,,,571.0,,39422238.0,145600.0,True
Allen W. Anderson,Dean,University Of Illinois At Chicago,College of Dentistry,,,571.0,,39422238.0,145600.0,True
Victoria Chou,Dean,University Of Illinois At Chicago,College of Education,,,571.0,,39422238.0,145600.0,True
Lawrence Kennedy,Dean,University Of Illinois At Chicago,College of Engineering,,,571.0,,39422238.0,145600.0,True
Charlotte Tate,Dean,University Of Illinois At Chicago,College of Health and Human Development Sciences,,,571.0,,39422238.0,145600.0,True
Lansine Kaba,Dean,University Of Illinois At Chicago,Honors College,,,571.0,,39422238.0,145600.0,True
Stanley Fish,Dean,University Of Illinois At Chicago,College of Liberal Arts and Sciences,,,571.0,,39422238.0,145600.0,True
Gerald S. Moss,Dean,University Of Illinois At Chicago,College of Medicine,,,571.0,,39422238.0,145600.0,True
Joan Shaver,Dean,University Of Illinois At Chicago,College of Nursing,,,571.0,,39422238.0,145600.0,True
Rosalie Sagraves,Dean,University Of Illinois At Chicago,College of Pharmacy,,,571.0,,39422238.0,145600.0,True
Susan Scrimshaw,Dean,University Of Illinois At Chicago,School of Public Health,,,571.0,,39422238.0,145600.0,True
Creasie Finney Hairston,Dean,University Of Illinois At Chicago,Jane Addams College of Social Work,,,571.0,,39422238.0,145600.0,True
Mi Ja Kim,Dean,University Of Illinois At Chicago,Graduate College,,Member of the Board,571.0,,39422238.0,145600.0,True
Mi Ja Kim,"Vice Chancellor, Research",University Of Illinois At Chicago,Graduate College,,Member of the Board,571.0,,39422238.0,145600.0,True
Naomi B. Lynn,Chancellor,University Of Illinois At Springfield,,,,571.0,,79884896.0,148654.0,False
David Everson,Associate Chancellor,University Of Illinois At Springfield,,,,571.0,,79884896.0,148654.0,False
Wayne Penn,Provost,University Of Illinois At Springfield,,,,571.0,,79884896.0,148654.0,False
Wayne Penn,"Vice Chancellor, Academic Affairs",University Of Illinois At Springfield,,,,571.0,,79884896.0,148654.0,False
Carl Long,"Vice Chancellor, Administrative Affairs And Human Resources",University Of Illinois At Springfield,,,,571.0,,79884896.0,148654.0,False
Carl Long,"Assistant Vice President, Business And Finance",University Of Illinois At Springfield,,,,571.0,,79884896.0,148654.0,False
Brisbane Rouzan,"Vice Chancellor, Student Affairs",University Of Illinois At Springfield,,,,571.0,,79884896.0,148654.0,False
John Munkirs,Dean,University Of Illinois At Springfield,College of Business and Management,,,571.0,,79884896.0,148654.0,False
Larry Stonecipher,Dean (Acting),University Of Illinois At Springfield,College of Health and Human Services,,,571.0,,79884896.0,148654.0,False
Bill Bloemer,Dean,University Of Illinois At Springfield,College of Liberal Arts and Sciences,,,571.0,,79884896.0,148654.0,False
Glen H. Cope,Dean,University Of Illinois At Springfield,College of Public Affairs and Administration,,,571.0,,79884896.0,148654.0,False
Michael T. Aiken,Chancellor,University Of Illinois At Urbana Champaign,,Mississippi 1954; Michigan PhD,"Faculty Member, University of Wisconsin, 1963-84; Provost, University of Pennsylvania, 1987-93",571.0,,157725225.0,145637.0,True
Richard H. Herman,Provost,University Of Illinois At Urbana Champaign,,,,571.0,,157725225.0,145637.0,True
Richard H. Herman,"Vice Chancellor, Academic Affairs",University Of Illinois At Urbana Champaign,,,,571.0,,157725225.0,145637.0,True
Charles C. Colbert,Vice Chancellor. Administration and Human Resources,University Of Illinois At Urbana Champaign,,,,571.0,,157725225.0,145637.0,True
Richard C. Alkire,"Vice Chancellor, Research",University Of Illinois At Urbana Champaign,,,,571.0,,157725225.0,145637.0,True
Richard C. Alkire,"Dean, Graduate College",University Of Illinois At Urbana Champaign,,,,571.0,,157725225.0,145637.0,True
Patricia E. Askew,"Vice Chancellor, Student Affairs",University Of Illinois At Urbana Champaign,,,,571.0,,157725225.0,145637.0,True
David S. Bechtel,"Director, The Career Center",University Of Illinois At Urbana Champaign,,,,571.0,,157725225.0,145637.0,True
"Robert Wedgeworth, Jr",University Librarian,University Of Illinois At Urbana Champaign,,,,571.0,,157725225.0,145637.0,True
David L. Chicoine,Dean,University Of Illinois At Urbana Champaign,"College of Agricultural, Consumer and Environmental Science",,,571.0,,157725225.0,145637.0,True
Charles E. Olson,Assistant Dean,University Of Illinois At Urbana Champaign,"College of Agricultural, Consumer and Environmental Science",,,571.0,,157725225.0,145637.0,True
Charles E. Olson,"Director, Placement",University Of Illinois At Urbana Champaign,"College of Agricultural, Consumer and Environmental Science",,,571.0,,157725225.0,145637.0,True
Gary Wszalek,"Director, Placement",University Of Illinois At Urbana Champaign,"College of Agricultural, Consumer and Environmental Science",,,572.0,,157725225.0,145637.0,True
Tanya Gallagher,Dean,University Of Illinois At Urbana Champaign,College of Commerce and Business Administration,,,572.0,,157725225.0,145637.0,True
Elizabeth Polak,"Director, MBA Career Services",University Of Illinois At Urbana Champaign,College of Commerce and Business Administration,,,572.0,,157725225.0,145637.0,True
Kim B. Rotzoll,Dean,University Of Illinois At Urbana Champaign,College of Communications,,,572.0,,157725225.0,145637.0,True
Steve Hall,"Director, Advertising Career Information",University Of Illinois At Urbana Champaign,College of Communications,,,572.0,,157725225.0,145637.0,True
Mildred Griggs,Dean,University Of Illinois At Urbana Champaign,College of Education,,,572.0,,157725225.0,145637.0,True
Mildred V. Trent,"Director, Educational Placement Office",University Of Illinois At Urbana Champaign,College of Education,,,572.0,,157725225.0,145637.0,True
William R. Schowalter,Dean,University Of Illinois At Urbana Champaign,College of Engineering,,,572.0,,157725225.0,145637.0,True
Richard C. Coddington,"Director, Engineering Career Services Office",University Of Illinois At Urbana Champaign,College of Engineering,,,572.0,,157725225.0,145637.0,True
Kathleen Conlin,Dean,University Of Illinois At Urbana Champaign,College of Fine and Applied Arts,,,572.0,,157725225.0,145637.0,True
Thomas Mengler,Dean,University Of Illinois At Urbana Champaign,College of Law,,,572.0,,157725225.0,145637.0,True
Jesse G. Delia,Dean,University Of Illinois At Urbana Champaign,College of Liberal Arts and Sciences,,,572.0,,157725225.0,145637.0,True
Bradford S. Schwartz,Regional Dean,University Of Illinois At Urbana Champaign,College of Medicine,,,572.0,,157725225.0,145637.0,True
Jill D. Kagle,Dean,University Of Illinois At Urbana Champaign,School of Social Work,,,572.0,,157725225.0,145637.0,True
Victor E. Valli,Dean,University Of Illinois At Urbana Champaign,College of Veterinary Medicine,,,572.0,,157725225.0,145637.0,True
Richard C. Alkire,Dean,University Of Illinois At Urbana Champaign,Graduate College,,,572.0,,157725225.0,145637.0,True
Richard C. Alkire,"Vice Chancellor, Research",University Of Illinois At Urbana Champaign,Graduate College,,,572.0,,157725225.0,145637.0,True
Catherine Connor,"Director, Biotechnology Center",University Of Illinois At Urbana Champaign,Graduate College,,,572.0,,157725225.0,145637.0,True
Leigh S. Estabrook,Dean,University Of Illinois At Urbana Champaign,Graduate School of Library and Information,,,572.0,,157725225.0,145637.0,True
Thomas R. Lamont,Trustee,University Of Illinois,,,"Affiliation: Gordon & Glickson, P.C",572.0,,2801919071.0,,False
Melissa R. Neely,UIS Student Trustee,University Of Illinois,,,,572.0,,2801919071.0,,False
Martha R. O'Malley,Trustee,University Of Illinois,,,"Career: Superintendent of Schools, St. Clair, Illinois",572.0,,2801919071.0,,False
Roger Lawrence Plummer,Trustee,University Of Illinois,,Illinois 1964 BS,"Career: Vice President, Operations, Illinois Bell, Chicago",572.0,,2801919071.0,,False
Aran Reddy,UIC Student Trustee,University Of Illinois,,,,572.0,,2801919071.0,,False
Judith R. Reese,Trustee,University Of Illinois,,,Affiliation: Reese Construction Compan,572.0,,2801919071.0,,False
George H. Ryan,Ex Officio Trustee,University Of Illinois,,Ferris State BPharm,"Career: Member, Illinois House of Representatives, 1973-83; Lieutenant Governor, State of Illinois, 1983-91; Secretary of State, State of Illinois, 1991-99",572.0,,2801919071.0,,False
"Kenneth D. Schmidt, MD",Trustee,University Of Illinois,,,,572.0,,2801919071.0,,False
Gerald W. Shea,Trustee,University Of Illinois,,,,572.0,,2801919071.0,,False
Jerry Israel,President,University Of Indianapolis,,NYU 1962 BA; Michigan 1963 MA; Rutgers 1967 PhD,,572.0,,135191193.0,151263.0,False
Lynn R. Youngblood,Senior Vice President,University Of Indianapolis,,Indianapolis 1963 BA; Butler 1966 MS; Indiana 1975 EdD,,572.0,,135191193.0,151263.0,False
Lynn R. Youngblood,Provost,University Of Indianapolis,,Indianapolis 1963 BA; Butler 1966 MS; Indiana 1975 EdD,,572.0,,135191193.0,151263.0,False
Kendall L. Hottell,"Vice President, Business and Finance",University Of Indianapolis,,Indianapolis 1962 BS; Indiana 1966 MS,,572.0,,135191193.0,151263.0,False
Mark T. Weigard,"Vice President, Enrollment",University Of Indianapolis,,"Indianapolis 1978 BS, 1984 MS",,572.0,,135191193.0,151263.0,False
Robin R. Livesay,"Vice President, Extended and Continuing Education",University Of Indianapolis,,Ohio 1968 BS; Cincinnati 1969 MEd; Ohio State 1974 PhD,,572.0,,135191193.0,151263.0,False
Michael Ferin,"Vice President, Institutional Advancement",University Of Indianapolis,,Drake 1962 BA,,572.0,,135191193.0,151263.0,False
David W. Wantz,Vice President. Student Affairs,University Of Indianapolis,,"Milligan 1977 BS; Indianapolis 1984 MA; Indiana 1988 MS, 1991 EdD",,573.0,,135191193.0,151263.0,False
Ron Wilks,"Director, Admissions",University Of Indianapolis,,"Indianapolis 1987 BS, 1995 MBA",,573.0,,135191193.0,151263.0,False
David J. Huffman,"Director, Athletics",University Of Indianapolis,,Indianapolis BS; Butler 1969 MS; Indiana 1978 EdD,,573.0,,135191193.0,151263.0,False
Philip H. Young,"Director, Library",University Of Indianapolis,,Virginia 1975 BA; Pennsylvania 1980 PhD; Indiana 1983 MLS,,573.0,,135191193.0,151263.0,False
Ellen K. Mathia,"Director, University Relations",University Of Indianapolis,,,,573.0,,135191193.0,151263.0,False
Daniel Burns,Controller,University Of Indianapolis,,Indiana State 1980 BS,,573.0,,135191193.0,151263.0,False
Mary C. Moore,Dean,University Of Indianapolis,College of Arts and Sciences,,,573.0,,135191193.0,151263.0,False
James Conrad,Dean,University Of Indianapolis,School of Business,,,573.0,,135191193.0,151263.0,False
E. Lynn Weisenbach,Dean,University Of Indianapolis,School of Education,,,573.0,,135191193.0,151263.0,False
Sharon Isaac,Dean,University Of Indianapolis,School of Nursing,,,573.0,,135191193.0,151263.0,False
Elizabeth Domholdt,Dean,University Of Indianapolis,Krannert School of Physical Therapy,,,573.0,,135191193.0,151263.0,False
Ann C. Bretz,Trustee,University Of Indianapolis,,,"Senior Vice President. Prudential Securities, Inc",573.0,,135191193.0,151263.0,False
Lorene M. Burkhart,Trustee,University Of Indianapolis,,,,573.0,,135191193.0,151263.0,False
Alex S. Carroll,Trustee,University Of Indianapolis,,,,573.0,,135191193.0,151263.0,False
Stephen M. Carson,Trustee,University Of Indianapolis,,,"Vice President and Chief Financial Officer, Consumer and Small Business Division, AT&T",573.0,,135191193.0,151263.0,False
