Name,Position,Institution,SubInstitution,Education,Other Affiliation,Career,Notes,Tel,Unnamed: 9,AffiliationId,carnegie_id,level_0,index,FixedPosition,PrimarySample,StateSystem
John A. Maher III,Trustee,University Of Pittsburgh,,Duke AB,,,,,,170201317.0,215293.0,,,Trustee,True,
Robert G. Lovett,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
William K. Lieberman,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
Terrence P. Laughlin,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
"G. Watts Humphrey, Jr",Trustee,University Of Pittsburgh,,Yale 1966 BA; Harvard 1972 MBA,,,,,,170201317.0,215293.0,,,Trustee,True,
F. James McCarl III,Trustee,University Of Pittsburgh,,Pittsburgh 1973 BA,,,,,,170201317.0,215293.0,,,Trustee,True,
G. Nicholas Beckwith III,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
Solomon A. Solomon,Governor,University Of Rhode Island,,Bryant Col; Rhode Island,,,,,,17626003.0,217484.0,,,Governor,True,
Michael F. Ryan,Vice Chairman,University Of Rhode Island,,Rhode Island Col 1974 BA,"Regional President, The Narragansett Electric Company55 Bearfoot Road, Northborough, MA 01532",,,,,17626003.0,217484.0,,,Board Vice President,True,
Daniel J. Ryan,Governor,University Of Rhode Island,,Fairleigh Dickinson MBA,,,,,,17626003.0,217484.0,,,Governor,True,
Thomas Rockett,Governor,University Of Rhode Island,,Tufts; Boston Col; Ohio State PhD,,,,,,17626003.0,217484.0,,,Governor,True,
"Robert G. Flanders, Jr.",Governor,University Of Rhode Island,,Brown 1971 AB; Harvard 1974 JD,"Justice, Rhode Island Supreme Court (1996-2004)",,,,,17626003.0,217484.0,,,Governor,True,
Joseph Hagan,Governor,University Of Rhode Island,,"Providence; Boston U; Graduate Theol Fdn EdD, DMin","President, Roger Williams University; President, Assumption College (1978-1998)",,,,,17626003.0,217484.0,,,Governor,True,
Brenda Dann-Messier,Governor,University Of Rhode Island,,Rhode Island Col; Johnson and Wales EdD,"President, Dorcas Place Adult and Family Learning Center220 Elmwood Avenue, Providence, RI 02907",,,,,17626003.0,217484.0,,,Governor,True,
Brandon F. Brown,Student Governor,University Of Rhode Island,,,,,,,,17626003.0,217484.0,,,Governor,True,
Frank T. Caprio,Chairman,University Of Rhode Island,,Harvard 1988 BA; Suffolk 1991 JD,"General Treasurer (D), Office of the General Treasurer, State of Rhode Island102 State House, Providence, RI 02903",,,,,17626003.0,217484.0,,,Board President,True,
Kenneth Aurecchia,Secretary,University Of Rhode Island,,,,,,,,17626003.0,217484.0,,,Other Board Member,True,
Pierre La Perriere,Governor,University Of Rhode Island,,SE Massachusetts; Bryant Col MBA,"Vice President and Director, Human Resources, Gilbane Building CompanySeven Jackson Walkway, Providence, RI 02903",,,,,17626003.0,217484.0,,,Governor,True,
Kathrin Belliveau,Governor,University Of Rhode Island,,,"Managing Attorney, Commercial and Global Operations, Hasbro, IncP.O. Box 1059, Pawtucket, RI 02862-1059",,,,,17626003.0,217484.0,,,Governor,True,
Margarita Hernandez,Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
Tina Nova,Trustee,University Of San Diego,,,Chief Executive Officer and Founder. Genoptix Inc,,,,,160856358.0,122436.0,,,Trustee,True,
James C. Peters,Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
Monsignor Lawrence Purcell,Trustee,University Of San Diego,,,"Pastor, All Hallows Catholic Church",,,,,160856358.0,122436.0,,,Trustee,True,
John T. Redmond,Trustee,University Of San Diego,,San Diego 1980,"President and Chief Executive Officer, MGM Grand Resorts, LLC, MGM MIRAGE (2001-2007)",,,,,160856358.0,122436.0,,,Trustee,True,
"John M. Robbins, Jr., CMB",Treasurer,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Other Board Member,True,
Frank D. Alessio,Vice Chairman,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Board Vice President,True,
William H. Scripps,Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
Henry L. Nordhoff,Trustee,University Of San Diego,,Johns Hopkins BA: Columbia 1970 MBA,"President and Chief Executive Officer, Gen-Probe Inc10210 Genetic Center Drive, San Diego, CA 92121",,,,,160856358.0,122436.0,,,Trustee,True,
David H. Shaffer,Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
Herbert B. Tasker,Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
Shelley B. Thompson,Trustee,University Of San Diego,,UC Santa Barbara; Hastings JD,,,,,,160856358.0,122436.0,,,Trustee,True,
Michael T. Thorsnes,Trustee,University Of San Diego,,,"Of Counsel, Thorsnes, Bartolotta & McGuire",,,,,160856358.0,122436.0,,,Trustee,True,
A. Eugene Trepte,Trustee,University Of San Diego,,,"President, Trepte Investment Company",,,,,160856358.0,122436.0,,,Trustee,True,
Yolanda Walther-Meade,Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
Patricia A. Woertz,Trustee,University Of San Diego,,Penn State 1974 BS,,,,,,160856358.0,122436.0,,,Trustee,True,
Kaye Woltman,Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
Darlene Marcos Shiley,Chairman,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Board President,True,
Liam E. McGee,Trustee,University Of San Diego,,UC San Diego; Pepperdine MBA; Loyola Law JD,,,,,,160856358.0,122436.0,,,Trustee,True,
James V. Mazzo,Trustee,University Of San Diego,,,"Chairman of the Board and Chief Executive Officer, Board of Directors, Advanced Medical Optics, Inc1700 East St. Andrew Place, Santa Ana. CA 92705-4933 Tel: (714) 247-8200",,,,,160856358.0,122436.0,,,Trustee,True,
Douglas F. Manchester,Trustee,University Of San Diego,,,"Chairman of the Board, Manchester Resorts",,,,,160856358.0,122436.0,,,Trustee,True,
William K. Geppert,Trustee,University Of San Diego,,South Florida BA,,,,,,160856358.0,122436.0,,,Trustee,True,
Augustine P. Gallego,Trustee,University Of San Diego,,,"Chancellor, San Diego Community College District",,,,,160856358.0,122436.0,,,Trustee,True,
Ronald L. Fowler,Trustee,University Of San Diego,,,"President and Chief Executive Officer, Liquid Investments, Inc",,,,,160856358.0,122436.0,,,Trustee,True,
Richard P. Davis,Trustee,University Of San Diego,,,"Chairman, President and Chief Executive Officer, U.SBancorp 800 Nicollet Mall, Minneapolis, MN 55402-7014 Tel: (651) 466-3000",,,,,160856358.0,122436.0,,,Trustee,True,
Patricia M. Howe,Trustee,University Of San Diego,,,"Chairman, T.is. Financial Services, Inc",,,,,160856358.0,122436.0,,,Trustee,True,
"Sister Kathleen Conan, RSCJ",Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
Gregg Carpenter,Trustee,University Of San Diego,,,"Managing Director, Marsh Inc1166 Avenue of the Americas, New York, NY 10036-2774 091",,,,,160856358.0,122436.0,,,Trustee,True,
Sandra A. Brue,Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
Roy E. Bell,Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
R. Donna M. Baytop,Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
Manuel Barba,Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
"Sister Kathleen Hughes, RSCJ",Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
Keith Johnson,Trustee,University Of San Diego,,,"Vice Chairman, The Fieldstone Corporation",,,,,160856358.0,122436.0,,,Trustee,True,
Roger Joseph,Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
Margot A. Kyd,Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
Mary E. Lyons,Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
Luis Maizel,Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
Robert Hoehn,Trustee,University Of San Diego,,,"President, The Hohn Co",,,,,160856358.0,122436.0,,,Trustee,True,
Bishop Salvatore Cordileone,Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
Peter J. Hughes,Trustee,University Of San Diego,,,,,,,,160856358.0,122436.0,,,Trustee,True,
"Robert R. ""Bob"" Riley",Ex Officio Trustee,University Of South Alabama,,,"Governor (R), State of Alabama",,,,,83809506.0,102094.0,,,"Trustee, Ex Officio",True,
Scott A. Charlton,Trustee,University Of South Alabama,,,,,,,,83809506.0,102094.0,,,Trustee,True,
"Steven Paul Furr, M.D.",Trustee,University Of South Alabama,,"South Alabama 1976 BS, 1981 MD",,,,,,83809506.0,102094.0,,,Trustee,True,
J. Cecil Gardner,Trustee,University Of South Alabama,,,,,,,,83809506.0,102094.0,,,Trustee,True,
Samuel L. Jones,Trustee,University Of South Alabama,,,,,,,,83809506.0,102094.0,,,Trustee,True,
Donald Lamar Langham,Trustee,University Of South Alabama,,,"International Vice President and Region V Director, United Paperworks International Union",,,,,83809506.0,102094.0,,,Trustee,True,
Bettye R. Maye,Trustee,University Of South Alabama,,,,,,,,83809506.0,102094.0,,,Trustee,True,
Christie D. Miree,Trustee,University Of South Alabama,,,,,,,,83809506.0,102094.0,,,Trustee,True,
Bryant Mixon,Trustee,University Of South Alabama,,,,,,,,83809506.0,102094.0,,,Trustee,True,
Joseph B. Morton,Ex Officio Trustee,University Of South Alabama,,,"Secretary and Executive Officer, State Board of Education, State of Alabama",,,,,83809506.0,102094.0,,,"Trustee, Ex Officio",True,
The Hon. James P. Nix,Trustee,University Of South Alabama,,,,,,,,83809506.0,102094.0,,,Trustee,True,
Arlene Mitchell,Trustee,University Of South Alabama,,,,,,,,83809506.0,102094.0,,,Trustee,True,
Steven H. Stokes,Chairman,University Of South Alabama,,South Alabama 1980 MD,,,,,,83809506.0,102094.0,,,Board President,True,
"Larry D. Striplin, Jr",Trustee,University Of South Alabama,,,,,,,,83809506.0,102094.0,,,Trustee,True,
James A. Yance,Trustee,University Of South Alabama,,South Alabama 1970; Alabama 1996 BA,,,,,,83809506.0,102094.0,,,Trustee,True,
John M. Peek,Trustee,University Of South Alabama,,South Alabama 1987,,,,,,83809506.0,102094.0,,,Trustee,True,
William C. Hubbard,Trustee,University Of South Carolina,,South Carolina 1974 BA. 1977 JD,"Partner/Group Leader, Business Litigation, Nelson Mullins Riley & Scarborough LLP P.O. Box 11070, Columbia, SC 29211-1070 Yama sitsdol Tel: (803) 255-9418",,,,,155781252.0,218663.0,,,Trustee,True,
James H. Rex,Trustee,University Of South Carolina,,,"Governor, South Carolina; Governor (R), South Carolina",,,,,155781252.0,218663.0,,,Trustee,True,
Michael J. Mungo,Trustee,University Of South Carolina,,South Carolina 1950 BA,,,,,,155781252.0,218663.0,,,Trustee,True,
Darla D. Moore,Trustee,University Of South Carolina,,South Carolina 1975 BA; A anusi George Washington 1981 MBA,"Partner and Executive Vice President, Rainwater Inc 777 Main Street, Suite 2250, Fort Worth. TX 76102 8Tel: (916) 984-7104",,,,,155781252.0,218663.0,,,Trustee,True,
Miles Loadholt,Chairman,University Of South Carolina,,"South Carolina 1965 BS, 1968 JD","Of Counsel, Barnwell, SC Office, Motley Rice LLCO Post Office Box 365, Barnwell, SC 29812-0365 Tel: (803) 224-8812",,,,,155781252.0,218663.0,,,Board President,True,
Toney J. Lister,Trustee,University Of South Carolina,,South Carolina 1968 BS. 1974 JD,,,,,,155781252.0,218663.0,,,Trustee,True,
"William W. Jones, Jr.",Trustee,University Of South Carolina,,Citadel 1968; South Carolina 1971 JD,,,,,,155781252.0,218663.0,,,Trustee,True,
J. Egerton Burroughs,Trustee,University Of South Carolina,,U of the South 1968 BA,,,,,,155781252.0,218663.0,,,Trustee,True,
James Bradley Wilson,Trustee,University Of South Carolina,,,"Chairman, Springs Company 104 East Springs Street, Lancaster, SC 29720 Tel: (803) 286-2181",,,,,155781252.0,218663.0,,,Trustee,True,
Arthur S. Bahnmuller,Trustee,University Of South Carolina,,"South Carolina 1953 BS, 1960 LLB",,,,,,155781252.0,218663.0,,,Trustee,True,
Chuck Allen,Trustee,University Of South Carolina,,"South Carolina 1982 BS, 1985 JD",,,,,,155781252.0,218663.0,,,Trustee,True,
Herbert C. Adams,Chairman Emeritus,University Of South Carolina,,South Carolina 1964 BS,,,,,,155781252.0,218663.0,,,Board President,True,
Mark Sanford,Ex Officio Chairman,University Of South Carolina,,,,,,,,155781252.0,218663.0,,,"Board President, Ex Officio",True,
"Mark W. Buyck, Jr",Trustee,University Of South Carolina,,"South Carolina 1956 BA, 1959 JD",,,,,,155781252.0,218663.0,,,Trustee,True,
Thomas L. Stepp,Secretary,University Of South Carolina,,,,,,,,155781252.0,218663.0,,,Other Board Member,True,
Amy E. Stone,Trustee,University Of South Carolina,,South Carolina 1972 BA. 1976 MEd,,,,,,155781252.0,218663.0,,,Trustee,True,
"John C. von Lehe, Jr",Trustee,University Of South Carolina,,"South Carolina 1965 BS, 1968 JD",,,,,,155781252.0,218663.0,,,Trustee,True,
C. Edward Floyd,Trustee,University Of South Carolina,,South Carolina 1956 BA: Medical U (SC) 1960 MD,"Physician, Floyd Medical Associates, P.A805 Pamplico Highway, Mall A., Suite 230, Florence, SC 29505 VIlio Tel: (843) 669-1220",,,,,155781252.0,218663.0,,,Trustee,True,
"Othniel H. Wienges, Jr.",Trustee,University Of South Carolina,,South Carolina 1947 BA,,,,,,155781252.0,218663.0,,,Trustee,True,
Samuel R. Foster II,Vice Chairman,University Of South Carolina,,South Carolina 1980 BS,,,,,,155781252.0,218663.0,,,Board Vice President,True,
"Mack I. Whittle, Jr",Trustee,University Of South Carolina,,"South Carolina 1971 BS, 1975 MBA",,,,,,155781252.0,218663.0,,,Trustee,True,
"Eugene P. Wart, Jr",Trustee,University Of South Carolina,,South Carolina 1981 BS. 1985 jD,,,,,,155781252.0,218663.0,,,Trustee,True,
Frank H. Cruz,Trustee,University Of Southern California,,"USC BA, MA","President, Cruz & Associates",,,,,1174212.0,123961.0,,,Trustee,True,
Yang Ho Cho,Trustee,University Of Southern California,,,"Chairman and Chief Executive Officer, Korean Air Lines Co., Ltd",,,,,1174212.0,123961.0,,,Trustee,True,
Ronnie C. Chan,Trustee,University Of Southern California,,,"Chairman, Hang Lung Development Group",,,,,1174212.0,123961.0,,,Trustee,True,
Michele Dedeaux Engemann,Trustee,University Of Southern California,,,,,,,,1174212.0,123961.0,,,Trustee,True,
Joan A. Payden,Trustee,University Of Southern California,,Trinity Col (DC) BA; Harvard 1981 AMP,"President and Chief Executive Officer, Payden & Rygel",,,,,1174212.0,123961.0,,,Trustee,True,
Mark A. Stevens,Trustee,University Of Southern California,,,"Partner, Sequoia Capital3000 Sand Hill Road, Building Four, Suite 180, Menlo Park, CA 94025",,,,,1174212.0,123961.0,,,Trustee,True,
Ronald D. Sugar,Trustee,University Of Southern California,,"UCLA 1968 BS, 1969 MS, 1971 PhD","Chairman and Chief Executive Officer, Northrop Grumman Corporation1840 Century Park East, Los Angeles, CA 90067-2199",,,,,1174212.0,123961.0,,,Trustee,True,
Ratan N. Tata,Trustee,University Of Southern California,,Cornell 1962 BS; Harvard 1975 AMP,"Chairman, Tata Steel LimitedBombay House, 24 Homi Mody Street, Mumbai, 400 001 India",,,,,1174212.0,123961.0,,,Trustee,True,
Ronald N. Tutor,Trustee,University Of Southern California,,USC 1963 BS,"Chairman and Chief Executive Officer, Perini CorporationP.O. Box 9160, Framingham, MA 01701-9160",,,,,1174212.0,123961.0,,,Trustee,True,
Andrew J. Viterbi,Trustee,University Of Southern California,,,"President, Viterbi Group, LLC",,,,,1174212.0,123961.0,,,Trustee,True,
"Willis B. Wood, Jr",Trustee,University Of Southern California,,,"Chairman and Chief Executive Officer, Pacific Enterprises Corporation",,,,,1174212.0,123961.0,,,Trustee,True,
John F. King,Trustee,University Of Southern California,,,,,,,,1174212.0,123961.0,,,Trustee,True,
Lydia H. Kennard,Trustee,University Of Southern California,,Stanford 1976 AB; MIT; Harvard 1978 JD,"Chairman and Chief Executive Officer, KDG Development and Construction Consulting",,,,,1174212.0,123961.0,,,Trustee,True,
Bruce E. Karatz,Trustee,University Of Southern California,,Boston U 1967 BA; USC 1970 JD,,,,,,1174212.0,123961.0,,,Trustee,True,
Suzanne Nora Johnson,Trustee,University Of Southern California,,USC 1979 BA: Harvard 1982 JD,,,,,,1174212.0,123961.0,,,Trustee,True,
Ray R. Irani,Trustee,University Of Southern California,,American U 1953 BS; USC 1957 PhD,,,,,,1174212.0,123961.0,,,Trustee,True,
B. Wayne Hughes,Trustee,University Of Southern California,,USC 1957 BS,,,,,,1174212.0,123961.0,,,Trustee,True,
Ming Hsieh,Trustee,University Of Southern California,,"USC 1983 BSEE, 1984 MSEE","Chairman, President and Chief Executive Officer, Cogent, Inc",,,,,1174212.0,123961.0,,,Trustee,True,
Ann L. Hill,Trustee,University Of Southern California,,,,,,,,1174212.0,123961.0,,,Trustee,True,
Patrick C. Haden,Trustee,University Of Southern California,,USC; Loyola Law JD,"General Partner, Riordan, Lewis & Haden, Equity Investments",,,,,1174212.0,123961.0,,,Trustee,True,
Stanley P. Gold,Trustee,University Of Southern California,,UCLA; USC al,"President and Chief Executive, Shamrock Capital Advisors, Inc",,,,,1174212.0,123961.0,,,Trustee,True,
Daniel J. Epstein,Trustee,University Of Southern California,,USC BS,"Founder and Chairman, The ConAm Group of Companies",,,,,1174212.0,123961.0,,,Trustee,True,
Steven Spielberg,Trustee,University Of Southern California,,,,,,,,1174212.0,123961.0,,,Trustee,True,
Alan I. Casden,Trustee,University Of Southern California,,,"Chairman and Chief Executive Officer, Caden Properties, LLC",,,,,1174212.0,123961.0,,,Trustee,True,
Glenn A. Sonnenberg,Trustee,University Of Southern California,,,"President and Chief Executive Officer, Legg Mason Real Estate Investors, Inc10880 Wilshire Boulevard, Suite 1750, Los Angeles, CA 90024",,,,,1174212.0,123961.0,,,Trustee,True,
Robert H. Smith,Trustee,University Of Southern California,,USC,,,,,,1174212.0,123961.0,,,Trustee,True,
Harlyne J. Norris,Trustee,University Of Southern California,,,,,,,,1174212.0,123961.0,,,Trustee,True,
David H. Dornsife,Trustee,University Of Southern California,,,"Chairman, The Herrick Corporation",,,,,1174212.0,123961.0,,,Trustee,True,
Jerry W. Neely,Trustee,University Of Southern California,,,,,,,,1174212.0,123961.0,,,Trustee,True,
John Mork,Trustee,University Of Southern California,,,Chief Executive Officer. Energy Corporation of America,,,,,1174212.0,123961.0,,,Trustee,True,
