Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Contact,Notes,AffiliationId,FullName,carnegie_id,level_0,index,FixedPosition,PrimarySample,StateSystem
Daniel J. Epstein,Trustee,University Of Southern California,,,"Founder and Chairman, The ConAm Group of Companies",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Michele Dedeaux Engemann,Trustee,University Of Southern California,,,,675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
David H. Dornsife,Trustee,University Of Southern California,,,"Chairman and Chief Executive Officer, The Herrick Corporation",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
"Richard DeBeikes, Jr",Trustee,University Of Southern California,,,,675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Frank H. Cruz,Trustee,University Of Southern California,,,"President, Cruz & Associates",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Christopher Cox,Trustee,University Of Southern California,,"USC 1973 BA: Harvard 1977 MBA, 1977 JD","President, Orange County, CA Office, Bingham Consulting Group LLC",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Yang Ho Cho,Trustee,University Of Southern California,,,"Chairman and Chief Executive Officer, Korean Air Lines Co., Ltd",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Ronnie C. Chan,Trustee,University Of Southern California,,,"Chairman, Hang Lung Development Group",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Alan I. Casden,Trustee,University Of Southern California,,,"Chairman and Chief Executive Officer, Caden Properties, LLC",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Rick J. Caruso,Trustee,University Of Southern California,,USC 1980; Pepperdine 1983 JD,"President and Chief Executive Officer, Caruso Affiliated",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Jeffrey H. Smulyan,Trustee,University Of Southern California,,,"Chairman and Chief Executive Officer, Emmis Communications Corporation 1 Emmis Plaza, 40 Monument Circle, Indianapolis, IN 46204",676.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Suzanne Nora Johnson,Trustee,University Of Southern California,,USC 1979 BA; Harvard 1982 JD,"Vice Chairman and Head, Global Investment Research Division, The Goldman Sachs Group. Inc. (2004-2007)",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
"Joseph M. Boskovich, Sr",Trustee,University Of Southern California,,USC MBA,"Chairman and Chief Executive Officer, Old West Investment Management, Inc",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Lydia H. Kennard,Trustee,University Of Southern California,,Stanford 1976 AB; MIT; Harvard 1978 JD,"President and Chief Executive Officer, KDG Development and Construction Consulting 7474 North Figueroa Street, Suite 150, Los Angeles, CA 90041",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Blake Quinn,Trustee,University Of Southern California,,,"President, Quinn Company",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Jane Hoffman Popovich,Trustee,University Of Southern California,,,Chairman. Hoffman Properties,675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Robert Padgett,Trustee,University Of Southern California,,,,675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
"Dr. Chrysostomos L. ""Max"" Nikias",Trustee,University Of Southern California,,,,675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Jerry W. Neely,Trustee,University Of Southern California,,,,675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
John Mork,Trustee,University Of Southern California,,,"Chief Executive Officer, Energy Corporation of America 4643 South Ulster Street, Suite 1100, Denver, CO 80237",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Jamie McCourt,Trustee,University Of Southern California,,Georgetown BS: Maryland JD; MIT MS,,675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Ronald N. Tutor,Trustee,University Of Southern California,,USC 1963 BS,"Chairman and Chief Executive Officer, Tutor Perini Corporation 15901 Olden Street, Sylmar, CA 91342-1093",676.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
William J. Schoen,Trustee,University Of Southern California,,"USC 1960 BSBA, 1963 MBA","Chief Executive Officer, Health Management Associates, Inc. (1986-2001)",676.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Robert H. Smith,Trustee,University Of Southern California,,USC,,676.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Kathleen L. McCarthy,Trustee,University Of Southern California,,,,675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
John C. Martin,Trustee,University Of Southern California,,"Chicago 1975 MS, 1978 PhD; Golden Gate MBA","Chairman and Chief Executive Officer, Gilead Sciences, Inc333 Lakeside Drive, Foster City, CA 94404",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Monica C. Lozano,Trustee,University Of Southern California,,,"Publisher and Chief Executive Officer, La Opinion 700 South Flower Street, 30th Floor, Los Angeles, CA 90017",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
"Daniel D. ""Ron"" Lane",Trustee,University Of Southern California,,USC BA,"Chairman and Chief Executive Officer, Lane/Kuhn Pacific, Inc14 Corporate Plaza, Newport Beach, CA 92660",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
John Kusmiersky,Trustee,University Of Southern California,,,"President, The Brickstone Companies",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
"Kenneth R. ""Ken"" Klein",Trustee,University Of Southern California,,USC BS,"President, Wind River Systems, Inc500 Wind River Way, Alameda, CA 94501",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
William E. B. Siart,Trustee,University Of Southern California,,Santa Clara U BS; UC Berkeley MBA,"Chairman, Excellent Education Development LLC",676.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
"Andrew J. Viterbi, PhD",Trustee,University Of Southern California,,,"President, Viterbi Group, Lic Willis B. Wood, JrTrustee Career: Chairman and Chief Executive Officer, Pacific Enterprises Corporation University of Tennessee System 800 Andy Holt Tower, Knoxville, TN 37996",676.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Ray R. Irani,Trustee,University Of Southern California,,American U 1953 BS; USC 1957 PhD,"Executive Chairman, Occidental Petroleum Corporation (Note: Intends to retire at the end of 2014.) 10889 Wilshire Boulevard, Los Angeles. CA 90024-4201",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Barbara J. Rossier,Trustee,University Of Southern California,,,"President, Rossier Enterprises",676.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
"Edward P. Roski, Jr",Chairman,University Of Southern California,,,,676.0,,,1174212.0,University Of Southern California,123961.0,,,Board President,True,
Ann Winblad,Trustee,University Of St Thomas Minnesota,,Col St Catherine BA: U St Thomas (MN) MA,"Co-Founder and Managing Director. Management, Hummer Winblad Venture Partners",664.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
"Rev. Edward A. Malloy, CSC",Trustee,University Of St Thomas Minnesota,,"Notre Dame 1963 BA, 1967 MA; Vanderbilt 1975 PhD","President, The University of Notre Dame (1987-2005)",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Rev. John M. Malone,Trustee,University Of St Thomas Minnesota,,,,663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Marv G. Marso,Trustee,University Of St Thomas Minnesota,,,"Chief Executive Officer, Jeane Thorne Inc",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Rev. Kevin McDonough,Trustee,University Of St Thomas Minnesota,,U St Thomas (MN),"Pastor, St. Peter Claver Church",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
"Harry G. McNeely, Jr",Trustee,University Of St Thomas Minnesota,,,"Chairman Emeritus, Meritex Enterprises",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Alvin McQuinn,Trustee,University Of St Thomas Minnesota,,Missouri BA,"Chairman and Chief Executive Officer, QuiniStar Investment Partners",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
John M. Morrison,Trustee,University Of St Thomas Minnesota,,,"Chairman, Central Financial Services, Inc",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Diana E. Murphy,Trustee,University Of St Thomas Minnesota,,Minnesota 1954 BA. 1974 JD,"Circuit Judge, Chambers of Circuit Judge Diana EMurphy, United States Court of Appeals for the Eighth Circuit",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Stephen P. Nachtsheim,Trustee,University Of St Thomas Minnesota,,U St Thomas (MN) 1969 BS; Minnesota 1975,"Corporate Vice President and Director, Operations, Corporate Business Development, Intel Corporation (1998-2001)",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Mark A. Zesbaugh,Trustee,University Of St Thomas Minnesota,,U St Thomas (MN) 1986 BBA,"Owner, Green Creek Consulting, LLC",664.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
"John F. O'Shaughnessy, Jr",Trustee,University Of St Thomas Minnesota,,,"Chairman & Chief Executive Officer, General Parts and Supply Co., Inc",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
"Ronald J. ""Ron"" Peltier",Trustee,University Of St Thomas Minnesota,,,"Chairman and Chief Executive Officer [Chief Executive Officer, Edina Realty Home Services], HomeServices of America, Inc333 South Seventh Street, 27th Floor, Minneapolis, MN 55402",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Bishop Lee A. Piche,Trustee,University Of St Thomas Minnesota,,,"Auxiliary Bishop, Archdiocese of Saint Paul and Minneapolis",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Gerald A. Rauenhorst,Trustee,University Of St Thomas Minnesota,,St Thomas U 1948 BA,"Founding Chairman, Opus Corporation",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
William S. Reiling,Trustee,University Of St Thomas Minnesota,,,"Chairman, Sunrise Community Banks",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Richard M. Schulze,Trustee,University Of St Thomas Minnesota,,,"Founder and Chairman Emeritus, Best Buy Co., IncP.O. Box 9312, Minneapolis, MN 55440-9312",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
"Kathleen J. ""Kathy"" Higgins Victor",Trustee,University Of St Thomas Minnesota,,,,664.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
"Marianne D. Short, Esq.",Trustee,University Of St Thomas Minnesota,,Newton Col Sacred Heart 1973 BA: Boston U 1976 JD,"Managing Partner, Dorsey & Whitney LLP",664.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
"Robert J. ""Bob"" Ulrich",Trustee,University Of St Thomas Minnesota,,Minnesota 1967 BA,"Chairman Emeritus, Target Corporation",664.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
"Frank Wilderson, Jr",Trustee,University Of St Thomas Minnesota,,,President. Wilderson and Associates IncTel: (612) 338-7605,664.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Thomas F. Madison,Trustee,University Of St Thomas Minnesota,,Minnesota BS,"President and Chief Executive Officer, MLM Partners",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Laurence LeJeune,Trustee,University Of St Thomas Minnesota,,U St Thomas (MN) 1958,"Chairman and Chief Executive Officer, LeJeune Investment, Inc",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
"Raymond L. ""Ray"" Barton",Trustee,University Of St Thomas Minnesota,,San Diego State BS,"Chairman and Chief Executive Officer, Great Clips, Inc7700 France Avenue South, Suite 425, Minneapolis, MN 55435",662.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Brian Jones e s.do,Trustee,University Of St Thomas Minnesota,,U St Thomas (MN) 1994,"Vice President, Renovation and Sales Manager, HomeServices Lending, LLC",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
George W. Buckley,Trustee,University Of St Thomas Minnesota,,"Huddersfield (UK) 1972 BSc, 1976 PhD",,662.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Rodney P. Burwell,Trustee,University Of St Thomas Minnesota,,,"Founder and Chairman, Xerxes Corporation",662.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Michael V. Ciresi,Trustee,University Of St Thomas Minnesota,,Col St Thomas 1968 BA: Minnesota 1971 JD,"Partner and Chairman of the Board, Robins, Kaplan, Miller & Ciresi L.L.P2800 LaSalle Plaza, 800 LaSalle Avenue, Minneapolis, MN 55402-2005",662.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Burton D. Cohen,Trustee,University Of St Thomas Minnesota,,,"Founding Publisher, MSP Communications, Inc",662.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Rev. Dennis J. Dease,Trustee,University Of St Thomas Minnesota,,,,662.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Gail J. Dorn,Trustee,University Of St Thomas Minnesota,,,"Vice President, Community Relations, Target Corporation",662.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Michael E. Dougherty,Trustee,University Of St Thomas Minnesota,,U St Thomas (MN) 1962,"Co-Founder and Chairman, Dougherty Financial Group, LLC",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Andrew S. Duff,Trustee,University Of St Thomas Minnesota,,"Blake (Hopkins, MN) 1976; Tufts 1980 BA: Northwestern MBA","Chairman and Chief Executive Officer, Piper Jaffray Companies",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
John J. Fauth IV,Trustee,University Of St Thomas Minnesota,,Georgetown 1967 BSBA,"President and Chief Executive Officer, The Churchill Companies, Inc",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
"Maureen A. Fay, OP",Trustee,University Of St Thomas Minnesota,,Siena Heights 1960 BA: Detroit 1966 MA: Chicago 1976 PhD,"President Emeritus, University of Detroit Mercy",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
"Lee R. Anderson, Sr",Trustee,University Of St Thomas Minnesota,,West Point 1961 BCE,"Chairman, API Group Inc",662.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
The Most Reverend Harry J. Flynn,Chairman,University Of St Thomas Minnesota,,,"Archbishop, Archdiocese of Saint Paul and Minneapolis (1995-2008)",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Board President,True,
Ronald L. Fowler,Trustee,University Of St Thomas Minnesota,,,"Chairman, President and Chief Executive Officer, Liquid Investments, Inc",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Eugene U. Frey,Trustee,University Of St Thomas Minnesota,,,"Chairman, Wabash Management Inc",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Geoffrey Carlson Gage,Trustee,University Of St Thomas Minnesota,,Augsburg BA; U St Thomas (MN,"President and Owner, Geoffrey Carlson Gage LLC",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Antoine M. Garibaldi,Trustee,University Of St Thomas Minnesota,,Howard U 1973 BA: Minnesota 1976 PhD,"President, University of Detroit Mercy",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
James P. Gearen,Trustee,University Of St Thomas Minnesota,,,,663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Amy R. Goldman,Trustee,University Of St Thomas Minnesota,,,,663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Mark W. Gregg,Trustee,University Of St Thomas Minnesota,,,"Managing Partner and President, The Penrose Group",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Daniel J. Haggerty,Trustee,University Of St Thomas Minnesota,,,"Chief Executive Officer, Norwest Venture Capital",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
Stephen J. Hemsley,Trustee,University Of St Thomas Minnesota,,Fordham 1974 BS,"President and Chief Executive Officer, UnitedHealth Group Incorporated",663.0,,,161515732.0,University Of St Thomas Minnesota,174914.0,,,Trustee,True,
