Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Contact,Notes,AffiliationId,FullName,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
William R. Cook,Member,Upper Iowa University,,Upper Iowa BS; Iowa MA,,746.0,,,60922557.0,Upper Iowa University,,False,,,,Member
Peter A. Clemens,Member,Upper Iowa University,,Notre Dame BS: Indiana MBA,,746.0,,,60922557.0,Upper Iowa University,,False,,,,Member
Bruce I. Campbell,Member,Upper Iowa University,,Upper Iowa 1969 BA; Harvard 1973 JD,,746.0,,,60922557.0,Upper Iowa University,,False,,,,Member
Dr. M. Graeme Armstrong,Member,Upper Iowa University,,Simpson (IA): Upper Iowa; Iowa State PhD,,746.0,,,60922557.0,Upper Iowa University,,False,,,,Member
"Steven C. ""Steve"" Harms",Member,Upper Iowa University,,Upper Iowa BA,,746.0,,,60922557.0,Upper Iowa University,,False,,,,Member
Dr. Darrel Lang,Vice Chair,Upper Iowa University,,Upper lowa BS; Wisconsin (La Crosse) MS; Oklahoma State EdD,,746.0,,,60922557.0,Upper Iowa University,,False,,,,Board Vice President
Dennis L. Murdock,Treasurer,Upper Iowa University,,Upper Iowa BS,"Chief Executive Officer and Executive Vice President, Central Iowa Power Cooperative",746.0,,,60922557.0,Upper Iowa University,,False,,,,Other Board Member
Kieran Patterson,Member,Upper Iowa University,,Queens U (Belfast) BA,,746.0,,,60922557.0,Upper Iowa University,,False,,,,Member
Bernard Pattison,Member,Upper Iowa University,,,,746.0,,,60922557.0,Upper Iowa University,,False,,,,Member
Dr. Margaret B. Lawson,Member,Upper Iowa University,,Upper Iowa 1970 BA; Illinois Podiatric Medicine 1981 DPM,,746.0,,,60922557.0,Upper Iowa University,,False,,,,Member
Timothy J. Rueb,Student Member,Upper Iowa University,,,,746.0,,,60922557.0,Upper Iowa University,,False,,,,Member
Lowell F. Schwab,Member,Upper Iowa University,,"Minnesota BA, MA","Senior Vice President, Global Operations, Donaldson Company, Inc. (2008-2010)",746.0,,,60922557.0,Upper Iowa University,,False,,,,Member
Barry B. Smith,Member,Upper Iowa University,,Upper lowa BS,,746.0,,,60922557.0,Upper Iowa University,,False,,,,Member
Richard Andres,Member,Upper Iowa University,,Macalester BA,,745.0,,,60922557.0,Upper Iowa University,,False,,,,Member
Keith Buswell,Regent,Utah System Of Higher Education,,,,749.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Regent
Bonnie Jean Beesley,Chairman,Utah System Of Higher Education,,,"Managing General Partner, EsNet Group",749.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Board President
Wilford W. Clyde,Regent,Utah System Of Higher Education,,,"Mayor, City of Springville, Utah",749.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Regent
Daniel W. Campbell,Vice Chairman,Utah System Of Higher Education,,,,749.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Board Vice President
Robert S. Marquardt,Regent,Utah System Of Higher Education,,Utah,"President and Chief Executive Officer, Management & Training Corporation",749.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Regent
John H. Zenger,Regent,Utah System Of Higher Education,,,"Co-Founder and Chief Executive Officer, Zenger Folkman Company",750.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Regent
Teresa L. Theurer,Regent,Utah System Of Higher Education,,Weber State,,750.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Regent
Mark Stoddard,Regent,Utah System Of Higher Education,,Snow 1978 AS; Utah State BS; BYU MBA,"President and Chief Executive Officer, Central Valley Medical Center",750.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Regent
Marion O. Snow,Regent,Utah System Of Higher Education,,,,749.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Regent
Harris H. Simmons,Regent,Utah System Of Higher Education,,Utah 1977 BS; Harvard 1980 MBA,Chairman. President and Chief Executive OfficerZions Bancorporation,749.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Regent
"Dr. Robert W. ""Bob"" Prince",Regent,Utah System Of Higher Education,,Southern Utah; USC 981 DDS,"Owner, Robert W. Prince, D.D.S., P.C",749.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Regent
Jed H. Pitcher,Regent,Utah System Of Higher Education,,,,749.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Regent
Carol Murphy,Regent,Utah System Of Higher Education,,,,749.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Regent
Erik Mikkelsen,Regent,Utah System Of Higher Education,,Utah,,749.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Regent
Thomas D. Leavitt,Student Regent,Utah System Of Higher Education,,,,749.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Regent
Nolan E. Karras,Regent,Utah System Of Higher Education,,Weber State BS: Utah MBA,"President and Chief Executive Officer. SK Hart Management, LC",749.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Regent
Marlin K. Jensen,Regent,Utah System Of Higher Education,,BYU BA: Utah JD,,749.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Regent
Rev. France A. Davis,Regent,Utah System Of Higher Education,,Merritt; Laney; UC Berkeley; Utah; Northwest Nazarene Col,,749.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Regent
James T. Evans,Regent,Utah System Of Higher Education,,,"Mayor, Office of the Mayor and City Council, City of Orem, Utah",749.0,,,2801365484.0,Utah System Of Higher Education,,False,,,,Regent
Richard E. Beumer,Executive Committee Member,Valparaiso University,,Valparaiso 1959 BS,,751.0,,,149744451.0,Valparaiso University,152600.0,False,,,,Member
Paul A. Strasen,Executive Committee Member,Valparaiso University,,,,751.0,,,149744451.0,Valparaiso University,152600.0,False,,,,Member
Paul A. Strasen,Treasurer,Valparaiso University,,,,751.0,,,149744451.0,Valparaiso University,152600.0,False,,,,Other Board Member
John W. Shelton,Executive Committee Member,Valparaiso University,,,,751.0,,,149744451.0,Valparaiso University,152600.0,False,,,,Member
Jon R. Schumacher,Executive Committee Member,Valparaiso University,,,,751.0,,,149744451.0,Valparaiso University,152600.0,False,,,,Member
N. Cornell Boggs III,Secretary,Valparaiso University,,"Valparaiso 1982, 1985 JD","Senior Vice President, General Counsel and Secretary, Dow Corning Corporation P.O. Box 994, Midland, MI 48686-0094 Tel: (989) 496-5020 Career: Chief Responsibility and Ethics Officer, MillerCoors LLC (2008-2012)",751.0,,,149744451.0,Valparaiso University,152600.0,False,,,,Other Board Member
Steven W. Parks,Executive Committee Member,Valparaiso University,,,,751.0,,,149744451.0,Valparaiso University,152600.0,False,,,,Member
Bonnie E. Raquet,Vice Chair and Executive Committee Member,Valparaiso University,,Valparaiso 1970 BA; Cleveland State 1973 MA; Minnesota 1982 JD,,751.0,,,149744451.0,Valparaiso University,152600.0,False,,,,Member
Colette J. Irwin-Knott,Executive Committee Member,Valparaiso University,,,,751.0,,,149744451.0,Valparaiso University,152600.0,False,,,,Member
Mark A. Heckler,Executive Committee Member,Valparaiso University,,,,751.0,,,149744451.0,Valparaiso University,152600.0,False,,,,Member
Donald V. Fites,Executive Committee Member,Valparaiso University,,Valparaiso 1956 BS; MIT 1971 MS,,751.0,,,149744451.0,Valparaiso University,152600.0,False,,,,Member
Carolyn S. Femovich,Executive Committee Member,Valparaiso University,,,,751.0,,,149744451.0,Valparaiso University,152600.0,False,,,,Member
N. Cornell Boggs III,Executive Committee Member,Valparaiso University,,"Valparaiso 1982, 1985 JD","Senior Vice President, General Counsel and Secretary, Dow Corning Corporation P.O. Box 994, Midland, MI 48686-0094 Tel: (989) 496-5020 Career: Chief Responsibility and Ethics Officer, MillerCoors LLC (2008-2012)",751.0,,,149744451.0,Valparaiso University,152600.0,False,,,,Member
Frederick G. Kraegel,Chair and Executive Committee Chair,Valparaiso University,,Valparaiso 1970 BSBA,"Senior Consultant, Bridge Associates LLC 747 Third Avenue, Suite 20A, New York, NY 10017 Tel: (813) 760-7404",751.0,,,149744451.0,Valparaiso University,152600.0,False,,,,Board President
Rebecca W. Wilson,Trustee,Vanderbilt University,,,,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Nicholas S. Zeppos,Trustee,Vanderbilt University,,,,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
William M. Wilson,Trustee,Vanderbilt University,,,,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Jon Winkelried,Trustee,Vanderbilt University,,"Chicago 1981 BA, 1982 MBA",,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
"William W. Bain, Jr",Trustee,Vanderbilt University,,Vanderbilt 1995 BA,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Darryl D. Berger,Trustee,Vanderbilt University,,,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
M. Chandler Anthony,Trustee,Vanderbilt University,,,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Michael L. Ainslie,Trustee,Vanderbilt University,,,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Mary Beth Adderley,Trustee,Vanderbilt University,,,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
"J. Lawrence ""Larry"" Wilson",Trustee,Vanderbilt University,,"Culver Acad (Culver, IN) 1954; Vanderbilt 1958 BS; Harvard 1963 MBA",,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
John Douglas Arnold,Trustee,Vanderbilt University,,,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
W. Ridley Wills II,Trustee,Vanderbilt University,,,,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Dudley Brown White,Trustee,Vanderbilt University,,,,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
"Levi Watkins, Jr., MD",Trustee,Vanderbilt University,,,,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Joanne Fleming Haves,Secretary,Vanderbilt University,,,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Other Board Member
H. Rodes Hart,Trustee,Vanderbilt University,,,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
"L. Hall Hardaway, Jr",Trustee,Vanderbilt University,,,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
John R. Hall,Trustee,Vanderbilt University,,Vanderbilt 1955 BS,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Frank A. Godchaux III,Trustee,Vanderbilt University,,,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
William W. Featheringill,Trustee,Vanderbilt University,,,"President, Private Capital Corporation, Education: Vanderbilt 1964; Columbia 1969, 1970 MBA",753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Bruce R. Evansswears,Trustee,Vanderbilt University,,,"Managing Director, Summit Partners, 222 Berkeley Street, 18th Floor, Boston, MA 02116, Tel: (617) 824-1000, Education: Vanderbilt 1981 BE: Harvard 1986 MBA",753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
"Charles H. ""Chuck"" Esserman",Trustee,Vanderbilt University,,,"Managing Director and Chief Executive Officer, TSG Consumer Partners, LLC, Tel: (415) 217-2300, Education: MIT 1980: Stanford 1982 MBA",753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Claiborne P. Deming,Trustee,Vanderbilt University,,Tulane 1976 BA. 1979 JD,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Mark F. Dalton,Chairman,Vanderbilt University,,,"Vice Chairman and President. Tudor Investment Corporation, 1275 King Street, Greenwich, CT 06831, Tel: (203) 863-6700, Education: Denison BA; Vanderbilt 1975 JD",753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Board President
"Brownlee O. Currey, Jr",Trustee,Vanderbilt University,,,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Cecil D. Conlee,Trustee,Vanderbilt University,,,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Thomas F. Cone,Trustee,Vanderbilt University,,,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Billy Ray Caldwell,Trustee,Vanderbilt University,,,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Lewis M. Branscomb,Trustee,Vanderbilt University,,,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Dennis C. Bottorff,Trustee,Vanderbilt University,,,"Chairman and Partner, Council Ventures, LP, 150 2nd Avenue North, Suite 415, Nashville. TN 37201, Tel: (615) 255-3707, Education: Vanderbilt 1966 BS; Northwestern 1968 MBA",753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Camilla Dietz Bergeron,Trustee,Vanderbilt University,,,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
John J. Hindle,Trustee,Vanderbilt University,,,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
John R. Ingram,Trustee,Vanderbilt University,,Princeton 1984 BA: Vanderbilt 1986 MBA,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Martha Rivers Ingram,Trustee,Vanderbilt University,,Vassar 1957 BA,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Edith Carell Johnson,Trustee,Vanderbilt University,,Centenary (LA): Wake Forest,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
"Thomas B. Walker, Jr.",Trustee,Vanderbilt University,,,,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
"Eugene H. Vaughan, Jr",Trustee,Vanderbilt University,,,,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
"Cal Turner, Jr.",Trustee,Vanderbilt University,,Vanderbilt 1962 BA,,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Wyatt H. Smith,Trustee,Vanderbilt University,,,,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Richard H. Sinkfield,Trustee,Vanderbilt University,,,Tennessee State 1968 BS; Vanderbilt 1971 JD,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
"Eugene B. Shanks, Jr",Trustee,Vanderbilt University,,,,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Joe L. Roby,Trustee,Vanderbilt University,,,Vanderbilt 1961 BA; Harvard 1967 MBA,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Kenneth L. Roberts,Trustee,Vanderbilt University,,,Vonderbil: 1954 BA. 1959 LLB,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Lee Marshall Bass,Trustee,Vanderbilt University,,,,753.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
John W. Rich,Trustee,Vanderbilt University,,Vanderbilt 1951 BA,,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
"Henry Ross Perot, Jr.",Trustee,Vanderbilt University,,,"Chairman, Hillwood Development Company, LLC P.O. Box 269005, Plano, TX 75026",754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Courtney Clark Pastrick,Trustee,Vanderbilt University,,,"Executive Director. The Clark Charitable Foundation, Inc7500 Old Georgetown Road, 15th Floor, Bethesda, MD 20814-6195",754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Ayo Ositelu,Trustee,Vanderbilt University,,,,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
Edward G. Nelson,Trustee,Vanderbilt University,,,"President, Nelson Capital Corp3401 West End Avenue, Suite 300, Nashville, TN 37203",754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
"Rev. Edward A. Malloy, CSC",Trustee,Vanderbilt University,,"Notre Dame 1963 BA, 1967 MA; Vanderbilt 1975 PhD",Alabama 1970 BS; Vanderbilt 1973 JD,754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
J. Hicks Lanier,Trustee,Vanderbilt University,,,"Chairman of the Board and Chief Executive Officer, Oxford Industries, Inc. (Note: Retires as Chief Executive Officer effective, December 31, 2012. Will continue to serve as Chairman of the Board.)",754.0,,,200719446.0,Vanderbilt University,221999.0,True,,,,Trustee
