Name,Position,Institution,SubInstitution,Education,Other Affiliation,Career,Notes,Tel,Unnamed: 9,AffiliationId,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
Joanne Corday Kozberg,Regent,"University of California, Santa Cruz",,UC Berkeley BA: Occidental MA,"Partner. California Strategies, LiC 1875 Century Park East, Suite 1025, Los Angeles, CA 90067",,,,,185103710.0,110398.0,True,,,University of California System,Regent
Norman J. Pattiz,Regent,"University of California, Santa Cruz",,Southeastern Ilinois 1998 DFA osn8eel lastiolid (ininstal) nad,"Affiliation: Chairman, Westwood One",,,,,185103710.0,110398.0,True,,,University of California System,Regent
Christopher L. Bittman,Chief Investment Officer,University of Colorado Health Sciences Center,University of Colorado Foundation,,,,,,,921990950.0,,True,,,,Other Board Member
"Tilman ""Tillie"" Bishop",Regent,University of Colorado Health Sciences Center,,,,,,,,921990950.0,,True,,,,Regent
"Tilman ""Tillie"" Bishop",Regent,University of Colorado Health Sciences Center,,,,,,,,921990950.0,,True,,,,Regent
Paul Schauer,Regent,University of Colorado Health Sciences Center,,Done 1966 BA,,,,,,921990950.0,,True,,,,Regent
Kyle Hybl,Regent,University of Colorado Health Sciences Center,,,,,,,,921990950.0,,True,,,,Regent
Steve Ludwig,Regent,University of Colorado Health Sciences Center,,,,,,,,921990950.0,,True,,,,Regent
J. Wayne Hutchens,President,University of Colorado Health Sciences Center,University of Colorado Foundation,Colorado 1967,,,,,,921990950.0,,True,,,,Board President
Michael Carrigan,Regent,University of Colorado Health Sciences Center,,Notre Dame 1990; Colorado 1994 JD,,,,,,921990950.0,,True,,,,Regent
Cindy Carlisle,Regent,University of Colorado Health Sciences Center,,"Colorado 1970 BA, 1977 MA",,,,,,921990950.0,,True,,,,Regent
Patricia Hayes,Chairman,University of Colorado Health Sciences Center,,,,,,,,921990950.0,,True,,,,Board President
J. Wayne Hutchens,Chief Executive Officer,University of Colorado Health Sciences Center,University of Colorado Foundation,Colorado 1967,,,,,,921990950.0,,True,,,,Other Board Member
"Tilman ""Tillie"" Bishop",Regent,University of Colorado Health Sciences Center,,,,,,,,921990950.0,,True,,,,Regent
Cindy Carlisle,Regent,University of Colorado Health Sciences Center,,"Colorado 1970 BA, 1977 MA",,,,,,921990950.0,,True,,,,Regent
J. Wayne Hutchens,President,University of Colorado Health Sciences Center,University of Colorado Foundation,Colorado 1967,,,,,,921990950.0,,True,,,,Board President
Steve Ludwig,Regent,University of Colorado Health Sciences Center,,,,,,,,921990950.0,,True,,,,Regent
Patricia Hayes,Chairman,University of Colorado Health Sciences Center,,,,,,,,921990950.0,,True,,,,Board President
Paul Schauer,Regent,University of Colorado Health Sciences Center,,Done 1966 BA,,,,,,921990950.0,,True,,,,Regent
Steve Bosley,Vice Chairman,University of Colorado Health Sciences Center,,Colorado 1968 BS,,,,,,921990950.0,,True,,,,Board Vice President
"Thomas J. Lucero, Jr",Regent,University of Colorado Health Sciences Center,,Colorado 1992 BA,,,,,,921990950.0,,True,,,,Regent
Michael Carrigan,Regent,University of Colorado Health Sciences Center,,Notre Dame 1990; Colorado 1994 JD,,,,,,921990950.0,,True,,,,Regent
"Thomas J. Lucero, Jr",Regent,University of Colorado Health Sciences Center,,Colorado 1992 BA,,,,,,921990950.0,,True,,,,Regent
Christopher L. Bittman,Chief Investment Officer,University of Colorado Health Sciences Center,University of Colorado Foundation,,,,,,,921990950.0,,True,,,,Other Board Member
Christopher L. Bittman,Chief Investment Officer,University of Colorado Health Sciences Center,University of Colorado Foundation,,,,,,,921990950.0,,True,,,,Other Board Member
J. Wayne Hutchens,Chief Executive Officer,University of Colorado Health Sciences Center,University of Colorado Foundation,Colorado 1967,,,,,,921990950.0,,True,,,,Other Board Member
Steve Bosley,Vice Chairman,University of Colorado Health Sciences Center,,Colorado 1968 BS,,,,,,921990950.0,,True,,,,Board Vice President
"Thomas J. Lucero, Jr",Regent,University of Colorado Health Sciences Center,,Colorado 1992 BA,,,,,,921990950.0,,True,,,,Regent
Paul Schauer,Regent,University of Colorado Health Sciences Center,,Done 1966 BA,,,,,,921990950.0,,True,,,,Regent
Patricia Hayes,Chairman,University of Colorado Health Sciences Center,,,,,,,,921990950.0,,True,,,,Board President
Kyle Hybl,Regent,University of Colorado Health Sciences Center,,,,,,,,921990950.0,,True,,,,Regent
Steve Ludwig,Regent,University of Colorado Health Sciences Center,,,,,,,,921990950.0,,True,,,,Regent
J. Wayne Hutchens,President,University of Colorado Health Sciences Center,University of Colorado Foundation,Colorado 1967,,,,,,921990950.0,,True,,,,Board President
Cindy Carlisle,Regent,University of Colorado Health Sciences Center,,"Colorado 1970 BA, 1977 MA",,,,,,921990950.0,,True,,,,Regent
Michael Carrigan,Regent,University of Colorado Health Sciences Center,,Notre Dame 1990; Colorado 1994 JD,,,,,,921990950.0,,True,,,,Regent
J. Wayne Hutchens,Chief Executive Officer,University of Colorado Health Sciences Center,University of Colorado Foundation,Colorado 1967,,,,,,921990950.0,,True,,,,Other Board Member
"Thomas J. Lucero, Jr",Regent,University of Colorado Health Sciences Center,,Colorado 1992 BA,,,,,,921990950.0,,True,,,,Regent
"Tilman ""Tillie"" Bishop",Regent,University of Colorado Health Sciences Center,,,,,,,,921990950.0,,True,,,,Regent
Christopher L. Bittman,Chief Investment Officer,University of Colorado Health Sciences Center,University of Colorado Foundation,,,,,,,921990950.0,,True,,,,Other Board Member
Patricia Hayes,Chairman,University of Colorado Health Sciences Center,,,,,,,,921990950.0,,True,,,,Board President
Paul Schauer,Regent,University of Colorado Health Sciences Center,,Done 1966 BA,,,,,,921990950.0,,True,,,,Regent
Steve Bosley,Vice Chairman,University of Colorado Health Sciences Center,,Colorado 1968 BS,,,,,,921990950.0,,True,,,,Board Vice President
Kyle Hybl,Regent,University of Colorado Health Sciences Center,,,,,,,,921990950.0,,True,,,,Regent
J. Wayne Hutchens,Chief Executive Officer,University of Colorado Health Sciences Center,University of Colorado Foundation,Colorado 1967,,,,,,921990950.0,,True,,,,Other Board Member
Michael Carrigan,Regent,University of Colorado Health Sciences Center,,Notre Dame 1990; Colorado 1994 JD,,,,,,921990950.0,,True,,,,Regent
Steve Bosley,Vice Chairman,University of Colorado Health Sciences Center,,Colorado 1968 BS,,,,,,921990950.0,,True,,,,Board Vice President
J. Wayne Hutchens,President,University of Colorado Health Sciences Center,University of Colorado Foundation,Colorado 1967,,,,,,921990950.0,,True,,,,Board President
Steve Ludwig,Regent,University of Colorado Health Sciences Center,,,,,,,,921990950.0,,True,,,,Regent
Kyle Hybl,Regent,University of Colorado Health Sciences Center,,,,,,,,921990950.0,,True,,,,Regent
Cindy Carlisle,Regent,University of Colorado Health Sciences Center,,"Colorado 1970 BA, 1977 MA",,,,,,921990950.0,,True,,,,Regent
Patricia Hayes,Chairman,University of Colorado at Boulder,,,,,,,,188538660.0,,True,,,,Board President
Kyle Hybl,Regent,University of Colorado at Boulder,,,,,,,,188538660.0,,True,,,,Regent
Paul Schauer,Regent,University of Colorado at Boulder,,Done 1966 BA,,,,,,188538660.0,,True,,,,Regent
Michael Carrigan,Regent,University of Colorado at Boulder,,Notre Dame 1990; Colorado 1994 JD,,,,,,188538660.0,,True,,,,Regent
J. Wayne Hutchens,Chief Executive Officer,University of Colorado at Boulder,University of Colorado Foundation,Colorado 1967,,,,,,188538660.0,,True,,,,Other Board Member
Christopher L. Bittman,Chief Investment Officer,University of Colorado at Boulder,University of Colorado Foundation,,,,,,,188538660.0,,True,,,,Other Board Member
Cindy Carlisle,Regent,University of Colorado at Boulder,,"Colorado 1970 BA, 1977 MA",,,,,,188538660.0,,True,,,,Regent
J. Wayne Hutchens,President,University of Colorado at Boulder,University of Colorado Foundation,Colorado 1967,,,,,,188538660.0,,True,,,,Board President
Steve Ludwig,Regent,University of Colorado at Boulder,,,,,,,,188538660.0,,True,,,,Regent
Kyle Hybl,Regent,University of Colorado at Boulder,,,,,,,,188538660.0,,True,,,,Regent
Paul Schauer,Regent,University of Colorado at Boulder,,Done 1966 BA,,,,,,188538660.0,,True,,,,Regent
"Thomas J. Lucero, Jr",Regent,University of Colorado at Boulder,,Colorado 1992 BA,,,,,,188538660.0,,True,,,,Regent
Steve Bosley,Vice Chairman,University of Colorado at Boulder,,Colorado 1968 BS,,,,,,188538660.0,,True,,,,Board Vice President
"Tilman ""Tillie"" Bishop",Regent,University of Colorado at Boulder,,,,,,,,188538660.0,,True,,,,Regent
Steve Bosley,Vice Chairman,University of Colorado at Boulder,,Colorado 1968 BS,,,,,,188538660.0,,True,,,,Board Vice President
Patricia Hayes,Chairman,University of Colorado at Boulder,,,,,,,,188538660.0,,True,,,,Board President
Steve Ludwig,Regent,University of Colorado at Boulder,,,,,,,,188538660.0,,True,,,,Regent
J. Wayne Hutchens,President,University of Colorado at Boulder,University of Colorado Foundation,Colorado 1967,,,,,,188538660.0,,True,,,,Board President
"Tilman ""Tillie"" Bishop",Regent,University of Colorado at Boulder,,,,,,,,188538660.0,,True,,,,Regent
Christopher L. Bittman,Chief Investment Officer,University of Colorado at Boulder,University of Colorado Foundation,,,,,,,188538660.0,,True,,,,Other Board Member
J. Wayne Hutchens,Chief Executive Officer,University of Colorado at Boulder,University of Colorado Foundation,Colorado 1967,,,,,,188538660.0,,True,,,,Other Board Member
Michael Carrigan,Regent,University of Colorado at Boulder,,Notre Dame 1990; Colorado 1994 JD,,,,,,188538660.0,,True,,,,Regent
"Thomas J. Lucero, Jr",Regent,University of Colorado at Boulder,,Colorado 1992 BA,,,,,,188538660.0,,True,,,,Regent
Cindy Carlisle,Regent,University of Colorado at Boulder,,"Colorado 1970 BA, 1977 MA",,,,,,188538660.0,,True,,,,Regent
Steve Ludwig,Regent,University of Colorado at Colorado Springs,,,,,,,,888729015.0,,True,,,,Regent
Steve Bosley,Vice Chairman,University of Colorado at Colorado Springs,,Colorado 1968 BS,,,,,,888729015.0,,True,,,,Board Vice President
Michael Carrigan,Regent,University of Colorado at Colorado Springs,,Notre Dame 1990; Colorado 1994 JD,,,,,,888729015.0,,True,,,,Regent
Cindy Carlisle,Regent,University of Colorado at Colorado Springs,,"Colorado 1970 BA, 1977 MA",,,,,,888729015.0,,True,,,,Regent
"Thomas J. Lucero, Jr",Regent,University of Colorado at Colorado Springs,,Colorado 1992 BA,,,,,,888729015.0,,True,,,,Regent
Michael Carrigan,Regent,University of Colorado at Colorado Springs,,Notre Dame 1990; Colorado 1994 JD,,,,,,888729015.0,,True,,,,Regent
J. Wayne Hutchens,Chief Executive Officer,University of Colorado at Colorado Springs,University of Colorado Foundation,Colorado 1967,,,,,,888729015.0,,True,,,,Other Board Member
Paul Schauer,Regent,University of Colorado at Colorado Springs,,Done 1966 BA,,,,,,888729015.0,,True,,,,Regent
Patricia Hayes,Chairman,University of Colorado at Colorado Springs,,,,,,,,888729015.0,,True,,,,Board President
Kyle Hybl,Regent,University of Colorado at Colorado Springs,,,,,,,,888729015.0,,True,,,,Regent
J. Wayne Hutchens,President,University of Colorado at Colorado Springs,University of Colorado Foundation,Colorado 1967,,,,,,888729015.0,,True,,,,Board President
Steve Bosley,Vice Chairman,University of Colorado at Colorado Springs,,Colorado 1968 BS,,,,,,888729015.0,,True,,,,Board Vice President
Christopher L. Bittman,Chief Investment Officer,University of Colorado at Colorado Springs,University of Colorado Foundation,,,,,,,888729015.0,,True,,,,Other Board Member
J. Wayne Hutchens,President,University of Colorado at Colorado Springs,University of Colorado Foundation,Colorado 1967,,,,,,888729015.0,,True,,,,Board President
Steve Ludwig,Regent,University of Colorado at Colorado Springs,,,,,,,,888729015.0,,True,,,,Regent
Kyle Hybl,Regent,University of Colorado at Colorado Springs,,,,,,,,888729015.0,,True,,,,Regent
Patricia Hayes,Chairman,University of Colorado at Colorado Springs,,,,,,,,888729015.0,,True,,,,Board President
"Tilman ""Tillie"" Bishop",Regent,University of Colorado at Colorado Springs,,,,,,,,888729015.0,,True,,,,Regent
"Tilman ""Tillie"" Bishop",Regent,University of Colorado at Colorado Springs,,,,,,,,888729015.0,,True,,,,Regent
"Thomas J. Lucero, Jr",Regent,University of Colorado at Colorado Springs,,Colorado 1992 BA,,,,,,888729015.0,,True,,,,Regent
Christopher L. Bittman,Chief Investment Officer,University of Colorado at Colorado Springs,University of Colorado Foundation,,,,,,,888729015.0,,True,,,,Other Board Member
